dataelementid,dataelement,period,facility,mflcode,categoryoptioncombo,attributeoptioncombo,value
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,7
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,11
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,3
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
z4DL7FDIVVg,CT_: Viral Load Samples Collected 15-19 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,3
kTyVFaM2pcG,CT_: Viral Load Samples Collected 15-19 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,7
Msy6jQGmn37,CT_: Viral Load Samples Collected 25-29 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,8
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,25
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,20
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,7
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,11
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
dtcmia5mJdo,CT_: Number with Viral Load Results 1 - 9 Years,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,3
EkjMMNSb91g,CT_: Number with Viral Load Results 10-14 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
ojW0g0phCOd,CT_: Number with Viral Load Results 10-14 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
aw8G9jCbm4G,CT_: Number with Viral Load Results 15-19 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,3
qA2miisVuSZ,CT_: Number with Viral Load Results 15-19 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
TgMwXZEAIk0,CT_: Number with Viral Load Results 20-24 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,7
qJbOUW9dPEc,CT_: Number with Viral Load Results 25-29 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,8
BeFNRCqmsW3,CT_: Number with Viral Load Results 30-34 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
b1YflJcFVpl,CT_: Number with Viral Load Results 30-34 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,25
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,18
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,7
tYIWVIK3Mq6,CT_: Number with Viral Load Results 40-49 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,10
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
X4NIxxO1fpK,CT_: Number with Viral Load Results 50 + Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
EE3M0BqCyML,"CT_: Viral Load Results <1,000 1 - 9 Years",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
wUcqGUbUeJn,"CT_: Viral Load Results <1,000 10-14 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
E2uJAh0DcFH,"CT_: Viral Load Results <1,000 10-14 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
hXWTfwRQIkS,"CT_: Viral Load Results <1,000 15-19 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
vAusneWxz7y,"CT_: Viral Load Results <1,000 15-19 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
ubkZPc0ny42,"CT_: Viral Load Results <1,000 20-24 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
mFxtWtGURzj,"CT_: Viral Load Results <1,000 25-29 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
QYmb3yJ4ytL,"CT_: Viral Load Results <1,000 25-29 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,8
l26MQmCevwB,"CT_: Viral Load Results <1,000 30-34 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
nIXanr4P8FF,"CT_: Viral Load Results <1,000 30-34 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,24
TETyFJ2kkKN,"CT_: Viral Load Results <1,000 35-39 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
tJL3VMY7bZW,"CT_: Viral Load Results <1,000 35-39 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,17
hqrIs9XRebP,"CT_: Viral Load Results <1,000 40-49 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
l2WlZlgaCqC,"CT_: Viral Load Results <1,000 40-49 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,9
cvOqRQK3CUL,"CT_: Viral Load Results <1,000 50 + Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
dFPDWtVlPID,CT_: Viral Load Results <LDL> 1 - 9 Years,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
QqI7xHw21X3,CT_: Viral Load Results <LDL> 10-14 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
sON1asNZyGN,CT_: Viral Load Results <LDL> 10-14 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
RsV6n5MfDFj,CT_: Viral Load Results <LDL> 20-24 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,4
ZstVbezKQEd,CT_: Viral Load Results <LDL> 25-29 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
kgieGgJkZS3,CT_: Viral Load Results <LDL> 25-29 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,5
WrR61VhDL9v,CT_: Viral Load Results <LDL> 30-34 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,2
jVw54CuNFIz,CT_: Viral Load Results <LDL> 30-34 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,17
KdYmGaWf6q3,CT_: Viral Load Results <LDL> 35-39 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,4
F1coQry4Jos,CT_: Viral Load Results <LDL> 35-39 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,13
CJ78Pdu9eZ1,CT_: Viral Load Results <LDL> 40-49 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,3
oIrkY2stZm4,CT_: Viral Load Results <LDL> 40-49 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,6
QNbqqVYFIu6,CT_: Number with 2nd Viral Load Done 1 - 9 Years,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
s3bN6sElHu5,CT_: Number with 2nd Viral Load Done 10-14 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
QoxmU8DMDUW,CT_: Number with 2nd Viral Load Done 15-19 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
lKCEG2MO6ju,CT_: Number with 2nd Viral Load Done 20-24 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
yx2JYeQknJE,CT_: Number with 2nd Viral Load Done 25-29 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
mvOsvJ2WQvW,CT_: Number with 2nd Viral Load Done 30-34 Years Female,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
OgXa7AQfQ44,CT_: Number with 2nd Viral Load Done 40-49 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
omnoT8kCQG4,"CT_: Number with 2nd Viral Load Results >1,000 1 - 9 Years",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
uYe3216twC6,"CT_: Number with 2nd Viral Load Results >1,000 15-19 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
O9qQtWwy6Jy,"CT_: Number with 2nd Viral Load Results >1,000 20-24 Years Female",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
zzd9QPVClKT,"CT_: Number with 2nd Viral Load Results >1,000 40-49 Years Male",201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
E6jtY13jxbe,CT_: Number Switched to 2nd Line 1 - 9 Years,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
PhurPu59T3b,CT_: Number Switched to 2nd Line 40-49 Years Male,201711,Railways Dispensary,13880,HllvX50cXC0,YHx6ZCdJgEN ,1
jMj9HsAtCiE,CT_: New on Treatment 20-24 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
t9k5FOaZ3De,CT_: New on Treatment 25-29 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,5
RaA7Y8HJ4rt,CT_: New on Treatment 35-39 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
RWRfAYDpGFS,CT_: New on Treatment 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
BcI7CFMenyR,CT_: New on Treatment 40-49 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
QMSWtHqI3ll,CT_: New on Treatment 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
KLX9jAmEUvw,CT_: New on Treatment 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
vRhYmgY92r2,CT_: New on Treatment 50 + Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,52
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,32
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,33
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,22
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,37
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,21
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,50
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,88
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,49
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,47
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,134
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,38
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,191
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,59
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,164
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,63
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,122
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
FBCeiv1YMkL,CT_: Net Cohort Starting ART 12 months 15-19 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,3
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
t3VKUPBErtr,CT_: Net Cohort Starting ART 12 months 30-34 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
zcqGwYmAuBB,CT_: Net Cohort Starting ART 12 months 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
jHXgaxsGLEL,CT_: Net Cohort Starting ART 12 months 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
k5Y3POnUMVw,CT_: Net Cohort Starting ART 12 months 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
shXRhAtryGq,CT_: Number on ART 12 months 1 - 9 Years,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
kvoR4VDM7s3,CT_: Number on ART 12 months 15-19 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
b2ZU69jlLjk,CT_: Number on ART 12 months 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
GOudfngpblQ,CT_: Number on ART 12 months 30-34 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
RdLoy5cHh4e,CT_: Number on ART 12 months 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
xjp4sO7zPWQ,CT_: Number on ART 12 months 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
WIjRleClfUo,CT_: Number on ART 12 months 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,5
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
Lt0DnGcKZcU,CT_: Eligible for Viral Load 15-19 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
QNViR2sPs69,CT_: Eligible for Viral Load 15-19 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,7
kFXEqn4Nh2F,CT_: Eligible for Viral Load 25-29 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,18
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,23
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,10
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,14
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,5
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
z4DL7FDIVVg,CT_: Viral Load Samples Collected 15-19 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
kTyVFaM2pcG,CT_: Viral Load Samples Collected 15-19 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,7
Msy6jQGmn37,CT_: Viral Load Samples Collected 25-29 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,18
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,23
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,10
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,14
dtcmia5mJdo,CT_: Number with Viral Load Results 1 - 9 Years,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,5
ojW0g0phCOd,CT_: Number with Viral Load Results 10-14 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
aw8G9jCbm4G,CT_: Number with Viral Load Results 15-19 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,2
qA2miisVuSZ,CT_: Number with Viral Load Results 15-19 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
TgMwXZEAIk0,CT_: Number with Viral Load Results 20-24 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,7
qJbOUW9dPEc,CT_: Number with Viral Load Results 25-29 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,15
BeFNRCqmsW3,CT_: Number with Viral Load Results 30-34 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
b1YflJcFVpl,CT_: Number with Viral Load Results 30-34 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,22
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,9
tYIWVIK3Mq6,CT_: Number with Viral Load Results 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
X4NIxxO1fpK,CT_: Number with Viral Load Results 50 + Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,9
EE3M0BqCyML,"CT_: Viral Load Results <1,000 1 - 9 Years",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
E2uJAh0DcFH,"CT_: Viral Load Results <1,000 10-14 Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
hXWTfwRQIkS,"CT_: Viral Load Results <1,000 15-19 Years Male",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
vAusneWxz7y,"CT_: Viral Load Results <1,000 15-19 Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
ubkZPc0ny42,"CT_: Viral Load Results <1,000 20-24 Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
mFxtWtGURzj,"CT_: Viral Load Results <1,000 25-29 Years Male",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
QYmb3yJ4ytL,"CT_: Viral Load Results <1,000 25-29 Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,12
l26MQmCevwB,"CT_: Viral Load Results <1,000 30-34 Years Male",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,3
nIXanr4P8FF,"CT_: Viral Load Results <1,000 30-34 Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,22
